order_id,date,store_id,product_id,qty,amount,payment
ORD101730,2026-05-15,S02,P09,2,36.00,支付宝
ORD108169,2026-07-04,S01,P10,1,24.00,银行卡
ORD100262,2026-05-02,S03,P07,2,44.00,会员储值
ORD107391,2026-06-28,S05,P20,1,22.00,会员储值
ORD104884,2026-06-08,S03,P19,3,45.00,会员储值
ORD107519,2026-06-29,S03,P09,1,18.00,会员储值
ORD108108,2026-07-04,S05,P11,2,52.00,现金
ORD102494,2026-05-21,S04,P04,3,114.00,会员储值
ORD103601,2026-05-30,S01,P19,1,15.00,支付宝
ORD104408,2026-06-06,S05,P07,1,22.00,支付宝
ORD108088,2026-07-03,S01,P08,1,25.00,会员储值
ORD110336,2026-07-19,S01,P10,2,48.00,支付宝
ORD103814,2026-05-31,S01,P13,1,20.00,会员储值
ORD111918,2026-07-31,S02,P11,1,26.00,微信
ORD110535,2026-07-21,S04,P17,1,12.00,银行卡
ORD110268,2026-07-19,S05,P11,1,26.00,会员储值
ORD100617,2026-05-05,S05,P19,2,30.00,支付宝
ORD101353,2026-05-11,S01,P09,1,18.00,微信
ORD104951,2026-06-09,S02,P05,4,136.00,现金
ORD102765,2026-05-23,S03,P12,1,8.00,微信
ORD109728,2026-07-15,S05,P02,1,30.00,会员储值
ORD109650,2026-07-15,S03,P18,1,18.00,会员储值
ORD105146,2026-06-11,S05,P06,1,42.00,支付宝
ORD111001,2026-07-25,S04,P16,4,20.00,支付宝
ORD108639,2026-07-08,S05,P09,1,18.00,微信
ORD103514,2026-05-29,S04,P19,3,45.00,微信
ORD111963,2026-07-31,S04,P02,1,,微信
ORD102905,2026-05-24,S01,P20,1,22.00,银行卡
ORD102835,2026-05-24,S01,P02,3,90.00,银行卡
ORD106416,2026-06-20,S01,P06,3,126.00,现金
ORD109470,2026-07-13,S04,P11,1,26.00,支付宝
ORD101806,2026-05-15,S04,P05,2,68.00,会员储值
ORD103339,2026-05-27,S05,P10,2,48.00,微信
ORD111638,2026-07-29,S01,P07,4,88.00,支付宝
ORD109638,2026-07-14,S05,P09,1,18.00,微信
ORD108548,2026-07-07,S05,P07,2,44.00,微信
ORD109932,2026-07-17,S02,P15,1,6.00,银行卡
ORD108861,2026-07-09,S02,P05,1,34.00,支付宝
ORD105611,2026-06-14,S01,P08,1,25.00,微信
ORD110383,2026-07-20,S05,P10,2,48.00,微信
ORD110610,2026-07-21,S04,P07,1,22.00,现金
ORD100046,2026-05-01,S01,P17,1,12.00,银行卡
ORD103913,2026-06-01,S02,P07,2,44.00,银行卡
ORD108229,2026-07-04,S04,P14,1,10.00,微信
ORD104673,2026-06-07,S04,P20,1,22.00,支付宝
ORD104822,2026-06-08,S05,P18,2,36.00,会员储值
ORD108637,2026-07-08,S02,P01,4,128.00,银行卡
ORD111511,2026-07-27,S02,P19,1,15.00,支付宝
ORD100734,2026-05-06,S02,P12,1,8.00,微信
ORD103712,2026-05-30,S05,P16,2,10.00,支付宝
ORD109062,2026-07-11,S02,P17,1,12.00,银行卡
ORD106487,2026-06-21,S05,P10,1,24.00,银行卡
ORD108170,2026-07-04,S05,P17,2,24.00,银行卡
ORD111035,2026-07-25,S03,P18,1,18.00,银行卡
ORD108153,2026-07-04,S02,P01,1,32.00,支付宝
ORD100731,2026-05-06,S04,P19,1,15.00,银行卡
ORD111748,2026-07-29,S02,P02,1,30.00,支付宝
ORD100760,2026-05-07,S01,P05,2,68.00,微信
ORD100958,2026-05-08,S04,P12,1,8.00,支付宝
ORD102883,2026-05-24,S02,P02,1,30.00,微信
ORD110935,2026-07-24,S02,P05,1,34.00,支付宝
ORD110518,2026-07-21,S04,P02,1,30.00,微信
ORD103295,2026-05-27,S02,P15,4,24.00,微信
ORD105281,2026-06-12,S05,P15,3,18.00,微信
ORD108014,2026-07-03,S04,P06,1,42.00,会员储值
ORD104119,2026-06-03,S02,P07,1,22.00,微信
ORD109329,2026-07-12,S03,P10,1,24.00,支付宝
ORD100544,2026-05-04,S03,P18,1,18.00,微信
ORD110798,2026-07-23,S05,P08,1,25.00,支付宝
ORD106832,2026-06-23,S01,P05,1,34.00,支付宝
ORD102396,2026-05-20,S01,P11,1,26.00,微信
ORD103050,2026-05-25,S05,P02,1,30.00,支付宝
ORD101564,2026-05-13,S05,P20,1,22.00,微信
ORD106055,2026-06-18,S01,P14,1,10.00,会员储值
ORD102597,2026-05-22,S03,P12,2,16.00,银行卡
ORD105692,2026-06-15,S05,P08,1,25.00,银行卡
ORD100492,2026-05-04,S03,P11,1,26.00,现金
ORD106929,2026-06-24,S01,P07,1,22.00,支付宝
ORD111613,2026-07-28,S01,P07,1,22.00,会员储值
ORD110636,2026-07-22,S03,P16,1,5.00,银行卡
ORD111790,2026-07-30,S05,P13,1,20.00,银行卡
ORD111795,2026-07-30,S02,P19,1,15.00,微信
ORD100573,2026-05-05,S02,P11,2,52.00,会员储值
ORD107437,2026-06-28,S03,P03,2,52.00,支付宝
ORD104425,2026-06-06,S05,P11,1,26.00,微信
ORD102761,2026-05-23,S02,P13,2,40.00,支付宝
ORD102540,2026-05-22,S01,P09,1,18.00,会员储值
ORD108633,2026-07-08,S05,P04,1,38.00,现金
ORD106545,2026-06-21,S05,P12,3,,银行卡
ORD108855,2026-07-09,S03,P02,3,90.00,支付宝
ORD108413,2026-07-06,S04,P05,2,68.00,现金
ORD101537,2026-05-13,S01,P15,2,12.00,会员储值
ORD111543,2026-07-28,S02,P13,1,20.00,微信
ORD101831,2026-05-16,S02,P05,1,34.00,微信
ORD104224,2026-06-04,S05,P08,3,75.00,微信
ORD105373,2026-06-13,S03,P09,1,18.00,微信
ORD104471,2026-06-06,S03,P08,2,50.00,银行卡
ORD100605,2026-05-05,S03,P08,1,25.00,现金
ORD106017,2026-06-18,S04,P14,1,10.00,现金
ORD109535,2026-07-13,S05,P04,2,76.00,现金
ORD101713,2026-05-15,S05,P10,3,72.00,现金
ORD104319,2026-06-05,S02,P11,2,52.00,微信
ORD108294,2026-07-05,S05,P15,1,6.00,银行卡
ORD102766,2026-05-23,S03,P02,2,60.00,支付宝
ORD106293,2026-06-20,S01,P03,2,52.00,现金
ORD109887,2026-07-17,S03,P19,1,15.00,现金
ORD103108,2026-05-25,S04,P02,1,30.00,会员储值
ORD106828,2026-06-23,S04,P16,2,10.00,银行卡
ORD110628,2026-07-22,S03,P16,4,20.00,会员储值
ORD104550,2026-06-06,S03,P19,2,30.00,微信
ORD103698,2026-05-30,S03,P18,2,36.00,微信
ORD106529,2026-06-21,S03,P19,4,60.00,银行卡
ORD111153,2026-07-25,S02,P10,1,24.00,微信
ORD109489,2026-07-13,S05,P05,4,136.00,银行卡
ORD109175,2026-07-11,S03,P02,1,30.00,会员储值
ORD101221,2026-05-10,S04,P02,4,120.00,现金
ORD104042,2026-06-02,S02,P10,2,48.00,现金
ORD107855,2026-07-02,S05,P09,2,36.00,支付宝
ORD110447,2026-07-20,S01,P04,1,38.00,会员储值
ORD110090,2026-07-18,S04,P01,1,32.00,支付宝
ORD101164,2026-05-10,S03,P04,1,38.00,微信
ORD107031,2026-06-25,S05,P07,1,22.00,微信
ORD109839,2026-07-16,S03,P17,4,48.00,会员储值
ORD105679,2026-06-14,S05,P03,2,52.00,微信
ORD103881,2026-05-31,S03,P12,1,8.00,会员储值
ORD102829,2026-05-24,S05,P18,1,18.00,微信
ORD111588,2026-07-28,S05,P14,3,30.00,现金
ORD105477,2026-06-13,S03,P06,2,84.00,银行卡
ORD106605,2026-06-21,S04,P15,2,12.00,现金
ORD110160,2026-07-18,S04,P18,1,18.00,微信
ORD107714,2026-06-30,S04,P04,1,38.00,会员储值
ORD107123,2026-06-26,S01,P17,4,48.00,现金
ORD104901,2026-06-08,S03,P13,2,40.00,会员储值
ORD100685,2026-05-06,S01,P06,2,84.00,支付宝
ORD111811,2026-07-30,S01,P07,1,22.00,支付宝
ORD107607,2026-06-29,S05,P05,2,68.00,会员储值
ORD104171,2026-06-03,S01,P07,1,22.00,会员储值
ORD105805,2026-06-16,S02,P17,1,12.00,会员储值
ORD103383,2026-05-28,S01,P10,1,24.00,银行卡
ORD108318,2026-07-05,S04,P07,2,44.00,会员储值
ORD107661,2026-06-30,S03,P04,3,114.00,会员储值
ORD106096,2026-06-18,S04,P19,1,15.00,银行卡
ORD101677,2026-05-14,S02,P03,2,52.00,银行卡
ORD110824,2026-07-23,S02,P07,1,22.00,微信
ORD103011,2026-05-25,S02,P06,1,42.00,现金
ORD106102,2026-06-18,S05,P05,2,68.00,会员储值
ORD110304,2026-07-19,S04,P06,2,84.00,微信
ORD101779,2026-05-15,S05,P11,3,78.00,现金
ORD109920,2026-07-17,S05,P03,2,52.00,会员储值
ORD100990,2026-05-09,S03,P02,1,30.00,银行卡
ORD104392,2026-06-06,S04,P15,1,6.00,微信
ORD104671,2026-06-07,S05,P17,1,12.00,现金
ORD111122,2026-07-25,S05,P12,3,24.00,银行卡
ORD101142,2026-05-10,S02,P18,2,36.00,会员储值
ORD107755,2026-07-01,S04,P05,1,34.00,会员储值
ORD108421,2026-07-06,S03,P13,1,20.00,微信
ORD110831,2026-07-23,S01,P13,3,60.00,支付宝
ORD108733,2026-07-08,S01,P13,1,20.00,银行卡
ORD109471,2026-07-13,S01,P03,1,26.00,会员储值
ORD106928,2026-06-24,S02,P07,1,22.00,微信
ORD102106,2026-05-17,S01,P07,3,66.00,微信
ORD107210,2026-06-27,S03,P01,1,32.00,银行卡
